id,page_num,nspk_sasaran_rpjmd,tujuan,sasaran,outcome,output,indikator,program_kegiatan_subkegiatan,keterangan,created_at
1121,21,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1122,21,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1123,21,- S.6.1 - Meningkatnya,Mewujudkan ekosistem dan,meningkatkan akuntabilitas,Meningkatnya kualitas,,Tingkat Kepuasan Pegawai,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1124,21,perlindungan sosial,ruang pertumbuhan ekonomi,kinerja pemerintah daerah yang,Layanan Umum dan,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1125,21,Masyarakat,"yang inklusif, memperkuat",efektif dan efisien,Kepegawaian Perangkat,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1126,21,- S.2.1 - Terwujudnya,perlindungan sosial bagi,,Daerah,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1127,21,ekosistem dan ruang,"masyarakat, serta",,,,,,,2026-09-17 23:10:11.68718+00
1128,21,pertumbuhan ekonomi yang,meningkatkan daya beli serta,,,,,,,2026-09-17 23:10:11.68718+00
1129,21,inklusif,"ketahanan pangan, dan",,,,,,,2026-09-17 23:10:11.68718+00
1130,21,- S.4.3 - Meningkatnya,mengoptimalkan akuntabilitas,,,,,,,2026-09-17 23:10:11.68718+00
1131,21,akuntabilitas kinerja,kinerja pemerintah daerah,,,,,,,2026-09-17 23:10:11.68718+00
1132,21,pemerintah daerah,,,,,,,,2026-09-17 23:10:11.68718+00
1133,21,- S.6.2 - Meningkatnya Daya,,,,,,,,2026-09-17 23:10:11.68718+00
1134,21,Beli dan Ketahanan Pangan,,,,,,,,2026-09-17 23:10:11.68718+00
1135,21,Masyarakat,,,,,,,,2026-09-17 23:10:11.68718+00
1136,21,,,,,,Tingkat Penerapan SPBE,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1137,21,,,,,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1138,21,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1139,21,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1140,21,,,,,,Indeks Pelayanan Publik (%),3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1141,21,,,,,,,PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1142,21,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1143,21,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1144,21,,,,,,Persentase BMD dalam kondisi,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1145,21,,,,,,baik dan termanfaatkan (%),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1146,21,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1147,21,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1148,21,,,,,Persentase Administrasi,Jumlah Dokumen Bahan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1149,21,,,,,Umum Perangkat Daerah,Bacaan dan Peraturan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1150,21,,,,,,Perundang-Undangan yang,,,2026-09-17 23:10:11.68718+00
1151,21,,,,,,Disediakan (Dokumen),,,2026-09-17 23:10:11.68718+00
1152,21,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1153,21,,,,,,Kantor yang Disediakan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1154,21,,,,,,(Paket),,,2026-09-17 23:10:11.68718+00
1155,21,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1156,21,,,,,,dan Penggandaan yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1157,21,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1158,21,,,,,,Jumlah Paket Komponen,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1159,21,,,,,,Instalasi Listrik/Penerangan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1160,21,,,,,,Bangunan Kantor yang,,,2026-09-17 23:10:11.68718+00
1161,21,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1162,21,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1163,21,,,,,,Perlengkapan Kantor yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1164,21,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1165,21,,,,,,Jumlah Paket Peralatan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1166,21,,,,,,Rumah Tangga yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1167,21,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1168,21,,,,,,Jumlah Paket Komponen,3.27.01.2.06.0001 -,,2026-09-17 23:10:11.68718+00
1169,21,,,,,,Instalasi Listrik/Penerangan,Penyediaan Komponen,,2026-09-17 23:10:11.68718+00
1170,21,,,,,,Bangunan Kantor yang,Instalasi,,2026-09-17 23:10:11.68718+00
1171,21,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1172,21,,,,,,,Listrik/Penerangan Bangunan,,2026-09-17 23:10:11.68718+00
1173,21,,,,,,,Kantor,,2026-09-17 23:10:11.68718+00
1174,21,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06.0002 -,,2026-09-17 23:10:11.68718+00
1175,21,,,,,,Perlengkapan Kantor yang,Penyediaan Peralatan dan,,2026-09-17 23:10:11.68718+00
1176,21,,,,,,Disediakan (Paket),Perlengkapan Kantor,,2026-09-17 23:10:11.68718+00
1177,22,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1178,22,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1179,22,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1180,22,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1181,22,,,,,,Jumlah Paket Peralatan,3.27.01.2.06.0003 -,,2026-09-17 23:10:11.68718+00
1182,22,,,,,,Rumah Tangga yang,Penyediaan Peralatan Rumah,,2026-09-17 23:10:11.68718+00
1183,22,,,,,,Disediakan (Paket),Tangga,,2026-09-17 23:10:11.68718+00
1184,22,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06.0004 -,,2026-09-17 23:10:11.68718+00
1185,22,,,,,,Kantor yang Disediakan,Penyediaan Bahan Logistik,,2026-09-17 23:10:11.68718+00
1186,22,,,,,,(Paket),Kantor,,2026-09-17 23:10:11.68718+00
1187,22,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06.0005 -,,2026-09-17 23:10:11.68718+00
1188,22,,,,,,dan Penggandaan yang,Penyediaan Barang Cetakan,,2026-09-17 23:10:11.68718+00
1189,22,,,,,,Disediakan (Paket),dan Penggandaan,,2026-09-17 23:10:11.68718+00
1190,22,,,,,,Jumlah Dokumen Bahan,3.27.01.2.06.0006 -,,2026-09-17 23:10:11.68718+00
1191,22,,,,,,Bacaan dan Peraturan,Penyediaan Bahan Bacaan dan,,2026-09-17 23:10:11.68718+00
1192,22,,,,,,Perundang-Undangan yang,Peraturan,,2026-09-17 23:10:11.68718+00
1193,22,,,,,,Disediakan (Dokumen),Perundang-undangan,,2026-09-17 23:10:11.68718+00
1194,22,,,,,Persentase Penyediaan Jasa,Jumlah Laporan Penyediaan,3.27.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
1195,22,,,,,Penunjang Urusan,"Jasa Komunikasi, Sumber",Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1196,22,,,,,Pemerintahan Daerah,Daya Air dan Listrik yang,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1197,22,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
1198,22,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
1199,22,,,,,,Jasa Surat Menyurat (Laporan),Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1200,22,,,,,,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1201,22,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08.0001 -,,2026-09-17 23:10:11.68718+00
1202,22,,,,,,Jasa Surat Menyurat (Laporan),Penyediaan Jasa Surat,,2026-09-17 23:10:11.68718+00
1203,22,,,,,,,Menyurat,,2026-09-17 23:10:11.68718+00
1204,22,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08.0002 -,,2026-09-17 23:10:11.68718+00
1205,22,,,,,,"Jasa Komunikasi, Sumber","Penyediaan Jasa Komunikasi,",,2026-09-17 23:10:11.68718+00
1206,22,,,,,,Daya Air dan Listrik yang,Sumber Daya Air dan Listrik,,2026-09-17 23:10:11.68718+00
1207,22,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
1208,22,,,,,Persentase Pemeliharaan,Jumlah Peralatan dan Mesin,3.27.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
1209,22,,,,,Barang Milik Daerah,Lainnya yang Dipelihara  (Unit),Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
1210,22,,,,,Penunjang Urusan Pemerintah,,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1211,22,,,,,Daerah,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1212,22,,,,,,Jumlah Peralatan dan Mesin,3.27.01.2.09.0006 -,,2026-09-17 23:10:11.68718+00
1213,22,,,,,,Lainnya yang Dipelihara  (Unit),Pemeliharaan Peralatan dan,,2026-09-17 23:10:11.68718+00
1214,22,,,,,,,Mesin Lainnya,,2026-09-17 23:10:11.68718+00
1215,22,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1216,22,,,,Layanan Umum dan,,,,,2026-09-17 23:10:11.68718+00
1217,22,,,,Kepegawaian Perangkat,,,,,2026-09-17 23:10:11.68718+00
1218,22,,,,Daerah,,,,,2026-09-17 23:10:11.68718+00
1219,22,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1220,22,,,,"Perencanaan, Pengendalian,",,,,,2026-09-17 23:10:11.68718+00
1221,22,,,,dan Evaluasi Program,,,,,2026-09-17 23:10:11.68718+00
1222,22,,,,Kegiatan Serta Pengelolaan,,,,,2026-09-17 23:10:11.68718+00
1223,22,,,,Keuangan Perangkat Daerah,,,,,2026-09-17 23:10:11.68718+00
1224,23,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1225,23,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1226,23,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1227,23,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1228,23,,,Peningkatan distribusi dan,Meningkatnya distribusi dan,,Jenis Prasarana Pertanian dan,3.27.03 - PROGRAM,,2026-09-17 23:10:11.68718+00
1229,23,,,kualitas sarana pertanian yang,kualitas prasarana pertanian,,Peternakan yang Terbangun,PENYEDIAAN DAN,,2026-09-17 23:10:11.68718+00
1230,23,,,didukung oleh penguatan,,,(Jenis),PENGEMBANGAN,,2026-09-17 23:10:11.68718+00
1231,23,,,prasarana pertanian serta,,,,PRASARANA PERTANIAN,,2026-09-17 23:10:11.68718+00
1232,23,,,pengendalian kesehatan,,,,,,2026-09-17 23:10:11.68718+00
1233,23,,,hewan dan kesehatan,,,,,,2026-09-17 23:10:11.68718+00
1234,23,,,masyarakat veteriner yang,,,,,,2026-09-17 23:10:11.68718+00
1235,23,,,"efektif, serta penanggulangan",,,,,,2026-09-17 23:10:11.68718+00
1236,23,,,bencana pertanian yang,,,,,,2026-09-17 23:10:11.68718+00
1237,23,,,responsif. Upaya ini diiringi,,,,,,2026-09-17 23:10:11.68718+00
1238,23,,,dengan kemudahan perizinan,,,,,,2026-09-17 23:10:11.68718+00
1239,23,,,usaha pertanian dan,,,,,,2026-09-17 23:10:11.68718+00
1240,23,,,peningkatan kapasitas sumber,,,,,,2026-09-17 23:10:11.68718+00
1241,23,,,daya manusia di bidang,,,,,,2026-09-17 23:10:11.68718+00
1242,23,,,penyuluhan pertanian.,,,,,,2026-09-17 23:10:11.68718+00
1243,23,,,,,Persentase Pembangunan,Jumlah Prasarana Pertanian,3.27.03.2.02 - Pembangunan,,2026-09-17 23:10:11.68718+00
1244,23,,,,,Prasarana Pertanian,"Lainnya yang Dibangun,",Prasarana Pertanian,,2026-09-17 23:10:11.68718+00
1245,23,,,,,,Direhabilitasi dan Dipelihara,,,2026-09-17 23:10:11.68718+00
1246,23,,,,,,(Unit),,,2026-09-17 23:10:11.68718+00
1247,23,,,,,,Jumlah Prasarana Pertanian,3.27.03.2.02.0009 -,,2026-09-17 23:10:11.68718+00
1248,23,,,,,,"Lainnya yang Dibangun,","Pembangunan, Rehabilitasi",,2026-09-17 23:10:11.68718+00
1249,23,,,,,,Direhabilitasi dan Dipelihara,dan Pemeliharaan Prasarana,,2026-09-17 23:10:11.68718+00
1250,23,,,,,,(Unit),Pertanian Lainnya,,2026-09-17 23:10:11.68718+00
1251,23,2.09.3.27.3.25.02.0002 - UPTD Kawasan Pertanian Terpadu,,,,,,,,2026-09-17 23:10:11.68718+00
1252,23,- S.6.2 - Meningkatnya Daya,Mewujudkan ekosistem dan,meningkatkan akuntabilitas,Meningkatnya kualitas,,Tingkat Kepuasan Pegawai,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1253,23,Beli dan Ketahanan Pangan,ruang pertumbuhan ekonomi,kinerja pemerintah daerah yang,Layanan Umum dan,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1254,23,Masyarakat,"yang inklusif, memperkuat",efektif dan efisien,Kepegawaian Perangkat,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1255,23,- S.4.3 - Meningkatnya,perlindungan sosial bagi,,Daerah,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1256,23,akuntabilitas kinerja,"masyarakat, serta",,,,,,,2026-09-17 23:10:11.68718+00
1257,23,pemerintah daerah,meningkatkan daya beli serta,,,,,,,2026-09-17 23:10:11.68718+00
1258,23,- S.6.1 - Meningkatnya,"ketahanan pangan, dan",,,,,,,2026-09-17 23:10:11.68718+00
1259,23,perlindungan sosial,mengoptimalkan akuntabilitas,,,,,,,2026-09-17 23:10:11.68718+00
1260,23,Masyarakat,kinerja pemerintah daerah,,,,,,,2026-09-17 23:10:11.68718+00
1261,23,- S.2.1 - Terwujudnya,,,,,,,,2026-09-17 23:10:11.68718+00
1262,23,ekosistem dan ruang,,,,,,,,2026-09-17 23:10:11.68718+00
1263,23,pertumbuhan ekonomi yang,,,,,,,,2026-09-17 23:10:11.68718+00
1264,23,inklusif,,,,,,,,2026-09-17 23:10:11.68718+00
1265,23,,,,,,Tingkat Penerapan SPBE,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1266,23,,,,,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1267,23,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1268,23,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1269,23,,,,,,Indeks Pelayanan Publik (%),3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1270,23,,,,,,,PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1271,23,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1272,23,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1273,23,,,,,,Persentase BMD dalam kondisi,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1274,23,,,,,,baik dan termanfaatkan (%),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1275,23,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1276,23,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1277,24,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1278,24,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1279,24,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1280,24,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1281,24,,,,,Persentase Administrasi,Jumlah Dokumen Bahan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1282,24,,,,,Umum Perangkat Daerah,Bacaan dan Peraturan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1283,24,,,,,,Perundang-Undangan yang,,,2026-09-17 23:10:11.68718+00
1284,24,,,,,,Disediakan (Dokumen),,,2026-09-17 23:10:11.68718+00
1285,24,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1286,24,,,,,,Kantor yang Disediakan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1287,24,,,,,,(Paket),,,2026-09-17 23:10:11.68718+00
1288,24,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1289,24,,,,,,dan Penggandaan yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1290,24,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1291,24,,,,,,Jumlah Paket Komponen,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1292,24,,,,,,Instalasi Listrik/Penerangan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1293,24,,,,,,Bangunan Kantor yang,,,2026-09-17 23:10:11.68718+00
1294,24,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1295,24,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1296,24,,,,,,Perlengkapan Kantor yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1297,24,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1298,24,,,,,,Jumlah Paket Peralatan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1299,24,,,,,,Rumah Tangga yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1300,24,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1301,24,,,,,,Jumlah Paket Komponen,3.27.01.2.06.0001 -,,2026-09-17 23:10:11.68718+00
1302,24,,,,,,Instalasi Listrik/Penerangan,Penyediaan Komponen,,2026-09-17 23:10:11.68718+00
1303,24,,,,,,Bangunan Kantor yang,Instalasi,,2026-09-17 23:10:11.68718+00
1304,24,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1305,24,,,,,,,Listrik/Penerangan Bangunan,,2026-09-17 23:10:11.68718+00
1306,24,,,,,,,Kantor,,2026-09-17 23:10:11.68718+00
1307,24,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06.0002 -,,2026-09-17 23:10:11.68718+00
1308,24,,,,,,Perlengkapan Kantor yang,Penyediaan Peralatan dan,,2026-09-17 23:10:11.68718+00
1309,24,,,,,,Disediakan (Paket),Perlengkapan Kantor,,2026-09-17 23:10:11.68718+00
1310,24,,,,,,Jumlah Paket Peralatan,3.27.01.2.06.0003 -,,2026-09-17 23:10:11.68718+00
1311,24,,,,,,Rumah Tangga yang,Penyediaan Peralatan Rumah,,2026-09-17 23:10:11.68718+00
1312,24,,,,,,Disediakan (Paket),Tangga,,2026-09-17 23:10:11.68718+00
1313,24,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06.0004 -,,2026-09-17 23:10:11.68718+00
1314,24,,,,,,Kantor yang Disediakan,Penyediaan Bahan Logistik,,2026-09-17 23:10:11.68718+00
1315,24,,,,,,(Paket),Kantor,,2026-09-17 23:10:11.68718+00
1316,24,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06.0005 -,,2026-09-17 23:10:11.68718+00
1317,24,,,,,,dan Penggandaan yang,Penyediaan Barang Cetakan,,2026-09-17 23:10:11.68718+00
1318,24,,,,,,Disediakan (Paket),dan Penggandaan,,2026-09-17 23:10:11.68718+00
1319,24,,,,,,Jumlah Dokumen Bahan,3.27.01.2.06.0006 -,,2026-09-17 23:10:11.68718+00
1320,24,,,,,,Bacaan dan Peraturan,Penyediaan Bahan Bacaan dan,,2026-09-17 23:10:11.68718+00
1321,24,,,,,,Perundang-Undangan yang,Peraturan,,2026-09-17 23:10:11.68718+00
1322,24,,,,,,Disediakan (Dokumen),Perundang-undangan,,2026-09-17 23:10:11.68718+00
1323,24,,,,,Persentase Penyediaan Jasa,Jumlah Laporan Penyediaan,3.27.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
1324,24,,,,,Penunjang Urusan,"Jasa Komunikasi, Sumber",Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1325,24,,,,,Pemerintahan,Daya Air dan Listrik yang,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1326,24,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
1327,24,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
1328,24,,,,,,Jasa Surat Menyurat (Laporan),Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1329,24,,,,,,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1330,24,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08.0001 -,,2026-09-17 23:10:11.68718+00
1331,24,,,,,,Jasa Surat Menyurat (Laporan),Penyediaan Jasa Surat,,2026-09-17 23:10:11.68718+00
1332,24,,,,,,,Menyurat,,2026-09-17 23:10:11.68718+00
1333,25,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1334,25,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1335,25,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1336,25,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1337,25,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08.0002 -,,2026-09-17 23:10:11.68718+00
1338,25,,,,,,"Jasa Komunikasi, Sumber","Penyediaan Jasa Komunikasi,",,2026-09-17 23:10:11.68718+00
1339,25,,,,,,Daya Air dan Listrik yang,Sumber Daya Air dan Listrik,,2026-09-17 23:10:11.68718+00
1340,25,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
1341,25,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1342,25,,,,Layanan Umum dan,,,,,2026-09-17 23:10:11.68718+00
1343,25,,,,Kepegawaian Perangkat,,,,,2026-09-17 23:10:11.68718+00
1344,25,,,,Daerah,,,,,2026-09-17 23:10:11.68718+00
1345,25,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1346,25,,,,"Perencanaan, Pengendalian,",,,,,2026-09-17 23:10:11.68718+00
1347,25,,,,dan Evaluasi Program,,,,,2026-09-17 23:10:11.68718+00
1348,25,,,,Kegiatan Serta Pengelolaan,,,,,2026-09-17 23:10:11.68718+00
1349,25,,,,Keuangan Perangkat Daerah,,,,,2026-09-17 23:10:11.68718+00
1350,25,,,Peningkatan distribusi dan,Meningkatnya distribusi dan,,Jenis Prasarana Pertanian dan,3.27.03 - PROGRAM,,2026-09-17 23:10:11.68718+00
1351,25,,,kualitas sarana pertanian yang,kualitas prasarana pertanian,,Peternakan yang Terbangun,PENYEDIAAN DAN,,2026-09-17 23:10:11.68718+00
1352,25,,,didukung oleh penguatan,,,(Jenis),PENGEMBANGAN,,2026-09-17 23:10:11.68718+00
1353,25,,,prasarana pertanian serta,,,,PRASARANA PERTANIAN,,2026-09-17 23:10:11.68718+00
1354,25,,,pengendalian kesehatan,,,,,,2026-09-17 23:10:11.68718+00
1355,25,,,hewan dan kesehatan,,,,,,2026-09-17 23:10:11.68718+00
1356,25,,,masyarakat veteriner yang,,,,,,2026-09-17 23:10:11.68718+00
1357,25,,,"efektif, serta penanggulangan",,,,,,2026-09-17 23:10:11.68718+00
1358,25,,,bencana pertanian yang,,,,,,2026-09-17 23:10:11.68718+00
1359,25,,,responsif. Upaya ini diiringi,,,,,,2026-09-17 23:10:11.68718+00
1360,25,,,dengan kemudahan perizinan,,,,,,2026-09-17 23:10:11.68718+00
1361,25,,,usaha pertanian dan,,,,,,2026-09-17 23:10:11.68718+00
1362,25,,,peningkatan kapasitas sumber,,,,,,2026-09-17 23:10:11.68718+00
1363,25,,,daya manusia di bidang,,,,,,2026-09-17 23:10:11.68718+00
1364,25,,,penyuluhan pertanian.,,,,,,2026-09-17 23:10:11.68718+00
1365,25,,,,,Persentase Pembangunan,Jumlah Prasarana Pertanian,3.27.03.2.02 - Pembangunan,,2026-09-17 23:10:11.68718+00
1366,25,,,,,Prasarana Pertanian,"Lainnya yang Dibangun,",Prasarana Pertanian,,2026-09-17 23:10:11.68718+00
1367,25,,,,,,Direhabilitasi dan Dipelihara,,,2026-09-17 23:10:11.68718+00
1368,25,,,,,,(Unit),,,2026-09-17 23:10:11.68718+00
1369,25,,,,,,Jumlah Prasarana Pertanian,3.27.03.2.02.0009 -,,2026-09-17 23:10:11.68718+00
1370,25,,,,,,"Lainnya yang Dibangun,","Pembangunan, Rehabilitasi",,2026-09-17 23:10:11.68718+00
1371,25,,,,,,Direhabilitasi dan Dipelihara,dan Pemeliharaan Prasarana,,2026-09-17 23:10:11.68718+00
1372,25,,,,,,(Unit),Pertanian Lainnya,,2026-09-17 23:10:11.68718+00
1373,25,,,,Meningkatnya pengendalian,,,,,2026-09-17 23:10:11.68718+00
1374,25,,,,dan penanggulangan bencana,,,,,2026-09-17 23:10:11.68718+00
1375,25,,,,pertanian,,,,,2026-09-17 23:10:11.68718+00
1376,25,,,,Meningkatnya kapasitas SDM,,,,,2026-09-17 23:10:11.68718+00
1377,25,,,,bidang penyuluhan pertanian,,,,,2026-09-17 23:10:11.68718+00
1378,26,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1379,26,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1380,26,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1381,26,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1382,26,,,,Meningkatnya pengendalian,,,,,2026-09-17 23:10:11.68718+00
1383,26,,,,dan penanggulangan bencana,,,,,2026-09-17 23:10:11.68718+00
1384,26,,,,pertanian,,,,,2026-09-17 23:10:11.68718+00
