id,page_num,nspk_sasaran_rpjmd,tujuan,sasaran,outcome,output,indikator,program_kegiatan_subkegiatan,keterangan,created_at
1,1,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
2,1,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
3,1,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
4,1,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
5,1,2.09.3.27.3.25.02.0000 - DINAS KETAHANAN PANGAN DAN PERTANIAN,,,,,,,,2026-09-17 23:10:11.68718+00
6,1,- S.2.1 - Terwujudnya,Mewujudkan ekosistem dan,,,,Kontribusi sektor pertanian,,,2026-09-17 23:10:11.68718+00
7,1,ekosistem dan ruang,ruang pertumbuhan ekonomi,,,,terhadap PDRB (%),,,2026-09-17 23:10:11.68718+00
8,1,pertumbuhan ekonomi yang,"yang inklusif, memperkuat",,,,,,,2026-09-17 23:10:11.68718+00
9,1,inklusif,perlindungan sosial bagi,,,,,,,2026-09-17 23:10:11.68718+00
10,1,- S.6.2 - Meningkatnya Daya,"masyarakat, serta",,,,,,,2026-09-17 23:10:11.68718+00
11,1,Beli dan Ketahanan Pangan,meningkatkan daya beli serta,,,,,,,2026-09-17 23:10:11.68718+00
12,1,Masyarakat,"ketahanan pangan, dan",,,,,,,2026-09-17 23:10:11.68718+00
13,1,- S.6.1 - Meningkatnya,mengoptimalkan akuntabilitas,,,,,,,2026-09-17 23:10:11.68718+00
14,1,perlindungan sosial,kinerja pemerintah daerah,,,,,,,2026-09-17 23:10:11.68718+00
15,1,Masyarakat,,,,,,,,2026-09-17 23:10:11.68718+00
16,1,- S.4.3 - Meningkatnya,,,,,,,,2026-09-17 23:10:11.68718+00
17,1,akuntabilitas kinerja,,,,,,,,2026-09-17 23:10:11.68718+00
18,1,pemerintah daerah,,,,,,,,2026-09-17 23:10:11.68718+00
19,1,,,meningkatkan akuntabilitas,,,Indeks Reformasi Birokrasi,,,2026-09-17 23:10:11.68718+00
20,1,,,kinerja pemerintah daerah yang,,,Perangkat Daerah (poin),,,2026-09-17 23:10:11.68718+00
21,1,,,efektif dan efisien,,,,,,2026-09-17 23:10:11.68718+00
22,1,,,,Meningkatnya kualitas,,Tingkat Kepuasan Pegawai,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
23,1,,,,Layanan Umum dan,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
24,1,,,,Kepegawaian Perangkat,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
25,1,,,,Daerah,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
26,1,,,,,,Tingkat Penerapan SPBE,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
27,1,,,,,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
28,1,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
29,1,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
30,1,,,,,,Indeks Pelayanan Publik (%),2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
31,1,,,,,,,PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
32,1,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
33,1,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
34,1,,,,,,Persentase BMD dalam kondisi,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
35,1,,,,,,baik dan termanfaatkan (%),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
36,1,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
37,1,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
38,1,,,,,Persentase Administrasi,"Jumlah Dokumen Monitoring,",2.09.01.2.05 - Administrasi,,2026-09-17 23:10:11.68718+00
39,1,,,,,Kepegawaian Perangkat,"Evaluasi, dan Penilaian Kinerja",Kepegawaian Perangkat,,2026-09-17 23:10:11.68718+00
40,1,,,,,Daerah,Pegawai (Dokumen),Daerah,,2026-09-17 23:10:11.68718+00
41,1,,,,,,"Jumlah Dokumen Monitoring,","2.09.01.2.05.0005 - Monitoring,",,2026-09-17 23:10:11.68718+00
42,1,,,,,,"Evaluasi, dan Penilaian Kinerja","Evaluasi, dan Penilaian Kinerja",,2026-09-17 23:10:11.68718+00
43,1,,,,,,Pegawai (Dokumen),Pegawai,,2026-09-17 23:10:11.68718+00
44,1,,,,,Persentase Administrasi,Jumlah Dokumen Bahan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
45,1,,,,,Umum Perangkat Daerah,Bacaan dan Peraturan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
46,1,,,,,,Perundang-Undangan yang,,,2026-09-17 23:10:11.68718+00
47,1,,,,,,Disediakan (Dokumen),,,2026-09-17 23:10:11.68718+00
48,2,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
49,2,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
50,2,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
51,2,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
52,2,,,,,,Jumlah Dokumen Dukungan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
53,2,,,,,,Pelaksanaan Sistem,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
54,2,,,,,,Pemerintahan Berbasis,,,2026-09-17 23:10:11.68718+00
55,2,,,,,,Elektronik pada SKPD,,,2026-09-17 23:10:11.68718+00
56,2,,,,,,(Dokumen),,,2026-09-17 23:10:11.68718+00
57,2,,,,,,Jumlah Dokumen,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
58,2,,,,,,Penatausahaan Arsip Dinamis,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
59,2,,,,,,pada SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
60,2,,,,,,Jumlah Laporan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
61,2,,,,,,Penyelenggaraan Rapat,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
62,2,,,,,,Koordinasi dan Konsultasi,,,2026-09-17 23:10:11.68718+00
63,2,,,,,,SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
64,2,,,,,,Jumlah Paket Bahan Logistik,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
65,2,,,,,,Kantor yang Disediakan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
66,2,,,,,,(Paket),,,2026-09-17 23:10:11.68718+00
67,2,,,,,,Jumlah Paket Barang Cetakan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
68,2,,,,,,dan Penggandaan yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
69,2,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
70,2,,,,,,Jumlah Paket Komponen,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
71,2,,,,,,Instalasi Listrik/Penerangan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
72,2,,,,,,Bangunan Kantor yang,,,2026-09-17 23:10:11.68718+00
73,2,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
74,2,,,,,,Jumlah Paket Peralatan dan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
75,2,,,,,,Perlengkapan Kantor yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
76,2,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
77,2,,,,,,Jumlah Paket Peralatan,2.09.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
78,2,,,,,,Rumah Tangga yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
79,2,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
80,2,,,,,,Jumlah Paket Komponen,2.09.01.2.06.0001 -,,2026-09-17 23:10:11.68718+00
81,2,,,,,,Instalasi Listrik/Penerangan,Penyediaan Komponen,,2026-09-17 23:10:11.68718+00
82,2,,,,,,Bangunan Kantor yang,Instalasi,,2026-09-17 23:10:11.68718+00
83,2,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
84,2,,,,,,,Listrik/Penerangan Bangunan,,2026-09-17 23:10:11.68718+00
85,2,,,,,,,Kantor,,2026-09-17 23:10:11.68718+00
86,2,,,,,,Jumlah Paket Peralatan dan,2.09.01.2.06.0002 -,,2026-09-17 23:10:11.68718+00
87,2,,,,,,Perlengkapan Kantor yang,Penyediaan Peralatan dan,,2026-09-17 23:10:11.68718+00
88,2,,,,,,Disediakan (Paket),Perlengkapan Kantor,,2026-09-17 23:10:11.68718+00
89,2,,,,,,Jumlah Paket Peralatan,2.09.01.2.06.0003 -,,2026-09-17 23:10:11.68718+00
90,2,,,,,,Rumah Tangga yang,Penyediaan Peralatan Rumah,,2026-09-17 23:10:11.68718+00
91,2,,,,,,Disediakan (Paket),Tangga,,2026-09-17 23:10:11.68718+00
92,2,,,,,,Jumlah Paket Bahan Logistik,2.09.01.2.06.0004 -,,2026-09-17 23:10:11.68718+00
93,2,,,,,,Kantor yang Disediakan,Penyediaan Bahan Logistik,,2026-09-17 23:10:11.68718+00
94,2,,,,,,(Paket),Kantor,,2026-09-17 23:10:11.68718+00
95,2,,,,,,Jumlah Paket Barang Cetakan,2.09.01.2.06.0005 -,,2026-09-17 23:10:11.68718+00
96,2,,,,,,dan Penggandaan yang,Penyediaan Barang Cetakan,,2026-09-17 23:10:11.68718+00
97,2,,,,,,Disediakan (Paket),dan Penggandaan,,2026-09-17 23:10:11.68718+00
98,2,,,,,,Jumlah Dokumen Bahan,2.09.01.2.06.0006 -,,2026-09-17 23:10:11.68718+00
99,2,,,,,,Bacaan dan Peraturan,Penyediaan Bahan Bacaan dan,,2026-09-17 23:10:11.68718+00
100,2,,,,,,Perundang-Undangan yang,Peraturan,,2026-09-17 23:10:11.68718+00
101,2,,,,,,Disediakan (Dokumen),Perundang-undangan,,2026-09-17 23:10:11.68718+00
102,2,,,,,,Jumlah Laporan,2.09.01.2.06.0009 -,,2026-09-17 23:10:11.68718+00
103,2,,,,,,Penyelenggaraan Rapat,Penyelenggaraan Rapat,,2026-09-17 23:10:11.68718+00
104,2,,,,,,Koordinasi dan Konsultasi,Koordinasi dan Konsultasi,,2026-09-17 23:10:11.68718+00
105,2,,,,,,SKPD (Laporan),SKPD,,2026-09-17 23:10:11.68718+00
106,3,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
107,3,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
108,3,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
109,3,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
110,3,,,,,,Jumlah Dokumen,2.09.01.2.06.0010 -,,2026-09-17 23:10:11.68718+00
111,3,,,,,,Penatausahaan Arsip Dinamis,Penatausahaan Arsip Dinamis,,2026-09-17 23:10:11.68718+00
112,3,,,,,,pada SKPD (Dokumen),pada SKPD,,2026-09-17 23:10:11.68718+00
113,3,,,,,,Jumlah Dokumen Dukungan,2.09.01.2.06.0011 - Dukungan,,2026-09-17 23:10:11.68718+00
114,3,,,,,,Pelaksanaan Sistem,Pelaksanaan Sistem,,2026-09-17 23:10:11.68718+00
115,3,,,,,,Pemerintahan Berbasis,Pemerintahan Berbasis,,2026-09-17 23:10:11.68718+00
116,3,,,,,,Elektronik pada SKPD,Elektronik pada SKPD,,2026-09-17 23:10:11.68718+00
117,3,,,,,,(Dokumen),,,2026-09-17 23:10:11.68718+00
118,3,,,,,Persentase Pengadaan Barang,Jumlah Unit Peralatan dan,2.09.01.2.07 - Pengadaan,,2026-09-17 23:10:11.68718+00
119,3,,,,,Milik Daerah Penunjang,Mesin Lainnya yang,Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
120,3,,,,,Urusan Pemerintah Daerah,Disediakan (Unit),Penunjang Urusan Pemerintah,,2026-09-17 23:10:11.68718+00
121,3,,,,,,,Daerah,,2026-09-17 23:10:11.68718+00
122,3,,,,,,Jumlah Unit Peralatan dan,2.09.01.2.07.0006 - Pengadaan,,2026-09-17 23:10:11.68718+00
123,3,,,,,,Mesin Lainnya yang,Peralatan dan Mesin Lainnya,,2026-09-17 23:10:11.68718+00
124,3,,,,,,Disediakan (Unit),,,2026-09-17 23:10:11.68718+00
125,3,,,,,Persentase Penyediaan Jasa,Jumlah Laporan Penyediaan,2.09.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
126,3,,,,,Penunjang Urusan,"Jasa Komunikasi, Sumber",Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
127,3,,,,,Pemerintahan Daerah,Daya Air dan Listrik yang,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
128,3,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
129,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
130,3,,,,,,Jasa Pelayanan Umum Kantor,Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
131,3,,,,,,yang Disediakan (Laporan),Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
132,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
133,3,,,,,,Jasa Peralatan dan,Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
134,3,,,,,,Perlengkapan Kantor yang,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
135,3,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
136,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
137,3,,,,,,Jasa Surat Menyurat (Laporan),Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
138,3,,,,,,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
139,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08.0001 -,,2026-09-17 23:10:11.68718+00
140,3,,,,,,Jasa Surat Menyurat (Laporan),Penyediaan Jasa Surat,,2026-09-17 23:10:11.68718+00
141,3,,,,,,,Menyurat,,2026-09-17 23:10:11.68718+00
142,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08.0002 -,,2026-09-17 23:10:11.68718+00
143,3,,,,,,"Jasa Komunikasi, Sumber","Penyediaan Jasa Komunikasi,",,2026-09-17 23:10:11.68718+00
144,3,,,,,,Daya Air dan Listrik yang,Sumber Daya Air dan Listrik,,2026-09-17 23:10:11.68718+00
145,3,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
146,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08.0003 -,,2026-09-17 23:10:11.68718+00
147,3,,,,,,Jasa Peralatan dan,Penyediaan Jasa Peralatan,,2026-09-17 23:10:11.68718+00
148,3,,,,,,Perlengkapan Kantor yang,dan Perlengkapan Kantor,,2026-09-17 23:10:11.68718+00
149,3,,,,,,Disediakan (Laporan),,,2026-09-17 23:10:11.68718+00
150,3,,,,,,Jumlah Laporan Penyediaan,2.09.01.2.08.0004 -,,2026-09-17 23:10:11.68718+00
151,3,,,,,,Jasa Pelayanan Umum Kantor,Penyediaan Jasa Pelayanan,,2026-09-17 23:10:11.68718+00
152,3,,,,,,yang Disediakan (Laporan),Umum Kantor,,2026-09-17 23:10:11.68718+00
153,3,,,,,Persentase Pemeliharaan,Jumlah Kendaraan Dinas,2.09.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
154,3,,,,,Barang Milik Daerah,Operasional atau Lapangan,Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
155,3,,,,,Penunjang Urusan,yang Dipelihara dan,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
156,3,,,,,Pemerintahan Daerah,dibayarkan Pajak dan,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
157,3,,,,,,Perizinannya (Unit) Jumlah Kendaraan Perorangan,2.09.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
158,3,,,,,,Dinas atau Kendaraan Dinas,Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
159,3,,,,,,Jabatan yang Dipelihara dan,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
160,3,,,,,,dibayarkan Pajaknya (Unit),Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
161,4,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
162,4,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
163,4,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
164,4,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
165,4,,,,,,Jumlah Mebel yang Dipelihara,2.09.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
166,4,,,,,,(Unit),Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
167,4,,,,,,,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
168,4,,,,,,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
169,4,,,,,,Jumlah Peralatan dan Mesin,2.09.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
170,4,,,,,,Lainnya yang Dipelihara  (Unit),Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
171,4,,,,,,,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
172,4,,,,,,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
173,4,,,,,,Jumlah Sarana dan Prasarana,2.09.01.2.09 - Pemeliharaan,,2026-09-17 23:10:11.68718+00
174,4,,,,,,Gedung Kantor atau Bangunan,Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
175,4,,,,,,Lainnya yang,Penunjang Urusan,,2026-09-17 23:10:11.68718+00
176,4,,,,,,Dipelihara/Direhabilitasi (Unit),Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
177,4,,,,,,Jumlah Kendaraan Perorangan,2.09.01.2.09.0001 -,,2026-09-17 23:10:11.68718+00
178,4,,,,,,Dinas atau Kendaraan Dinas,Penyediaan Jasa,,2026-09-17 23:10:11.68718+00
179,4,,,,,,Jabatan yang Dipelihara dan,"Pemeliharaan, Biaya",,2026-09-17 23:10:11.68718+00
180,4,,,,,,dibayarkan Pajaknya (Unit),"Pemeliharaan, dan Pajak",,2026-09-17 23:10:11.68718+00
181,4,,,,,,,Kendaraan Perorangan Dinas,,2026-09-17 23:10:11.68718+00
182,4,,,,,,,atau Kendaraan Dinas Jabatan,,2026-09-17 23:10:11.68718+00
183,4,,,,,,Jumlah Kendaraan Dinas,2.09.01.2.09.0002 -,,2026-09-17 23:10:11.68718+00
184,4,,,,,,Operasional atau Lapangan,Penyediaan Jasa,,2026-09-17 23:10:11.68718+00
185,4,,,,,,yang Dipelihara dan,"Pemeliharaan, Biaya",,2026-09-17 23:10:11.68718+00
186,4,,,,,,dibayarkan Pajak dan,"Pemeliharaan, Pajak dan",,2026-09-17 23:10:11.68718+00
187,4,,,,,,Perizinannya (Unit),Perizinan Kendaraan Dinas,,2026-09-17 23:10:11.68718+00
188,4,,,,,,,Operasional atau Lapangan,,2026-09-17 23:10:11.68718+00
189,4,,,,,,Jumlah Mebel yang Dipelihara,2.09.01.2.09.0005 -,,2026-09-17 23:10:11.68718+00
190,4,,,,,,(Unit),Pemeliharaan Mebel,,2026-09-17 23:10:11.68718+00
191,4,,,,,,Jumlah Peralatan dan Mesin,2.09.01.2.09.0006 -,,2026-09-17 23:10:11.68718+00
192,4,,,,,,Lainnya yang Dipelihara  (Unit),Pemeliharaan Peralatan dan,,2026-09-17 23:10:11.68718+00
193,4,,,,,,,Mesin Lainnya,,2026-09-17 23:10:11.68718+00
194,4,,,,,,Jumlah Sarana dan Prasarana,2.09.01.2.09.0010 -,,2026-09-17 23:10:11.68718+00
195,4,,,,,,Gedung Kantor atau Bangunan,Pemeliharaan/Rehabilitasi,,2026-09-17 23:10:11.68718+00
196,4,,,,,,Lainnya yang,Sarana dan Prasarana Gedung,,2026-09-17 23:10:11.68718+00
197,4,,,,,,Dipelihara/Direhabilitasi (Unit),Kantor atau Bangunan Lainnya,,2026-09-17 23:10:11.68718+00
198,4,,,,Meningkatnya kualitas,,Kinerja pendapatan retribusi,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
199,4,,,,"Perencanaan, Pengendalian,",,kewenangan perangkat daerah,PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
200,4,,,,dan Evaluasi Program,,(OPD penghasil) (%),PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
201,4,,,,Kegiatan Serta Pengelolaan,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
202,4,,,,Keuangan Perangkat Daerah,,,,,2026-09-17 23:10:11.68718+00
203,4,,,,,,Nilai SAKIP Perangkat Daerah,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
204,4,,,,,,(poin),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
205,4,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
206,4,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
207,4,,,,,,Tingkat Kinerja Keuangan,2.09.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
208,4,,,,,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
209,4,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
210,4,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
211,4,,,,,"Persentase Perencanaan,",Jumlah Berita Acara Hasil,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
212,4,,,,,"Penganggaran, dan Evaluasi",Forum Perangkat Daerah,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
213,4,,,,,Kinerja Perangkat Daerah,Berdasarkan Bidang Urusan,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
214,4,,,,,,yang Diampu dalam Rangka,,,2026-09-17 23:10:11.68718+00
215,4,,,,,,Penyusunan Dokumen,,,2026-09-17 23:10:11.68718+00
216,4,,,,,,Perencanaan Perangkat,,,2026-09-17 23:10:11.68718+00
217,4,,,,,,Daerah (Berita Acara),,,2026-09-17 23:10:11.68718+00
218,5,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
219,5,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
220,5,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
221,5,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
222,5,,,,,,Jumlah Data Statistik Sektoral,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
223,5,,,,,,Daerah yang Telah,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
224,5,,,,,,Dikumpulkan dan Diperiksa,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
225,5,,,,,,Lingkup Perangkat Daerah,,,2026-09-17 23:10:11.68718+00
226,5,,,,,,(Data),,,2026-09-17 23:10:11.68718+00
227,5,,,,,,Jumlah Dokumen DPA-SKPD,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
228,5,,,,,,dan Laporan Hasil Koordinasi,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
229,5,,,,,,Penyusunan Dokumen,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
230,5,,,,,,DPA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
231,5,,,,,,Jumlah Dokumen Hasil,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
232,5,,,,,,Penyelenggaraan Walidata,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
233,5,,,,,,Pendukung Statistik Sektoral,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
234,5,,,,,,Daerah (Dokumen),,,2026-09-17 23:10:11.68718+00
235,5,,,,,,Jumlah Dokumen,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
236,5,,,,,,Perencanaan Perangkat,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
237,5,,,,,,Daerah  (Dokumen),Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
238,5,,,,,,Jumlah Dokumen Perubahan,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
239,5,,,,,,DPA-SKPD dan Laporan Hasil,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
240,5,,,,,,Koordinasi Penyusunan,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
241,5,,,,,,Dokumen Perubahan,,,2026-09-17 23:10:11.68718+00
242,5,,,,,,DPA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
243,5,,,,,,Jumlah Dokumen Perubahan,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
244,5,,,,,,RKA-SKPD dan Laporan Hasil,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
245,5,,,,,,Koordinasi Penyusunan,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
246,5,,,,,,Dokumen Perubahan,,,2026-09-17 23:10:11.68718+00
247,5,,,,,,RKA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
248,5,,,,,,Jumlah Dokumen RKA-SKPD,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
249,5,,,,,,dan Laporan Hasil Koordinasi,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
250,5,,,,,,Penyusunan Dokumen,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
251,5,,,,,,RKA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
252,5,,,,,,Jumlah Laporan Capaian,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
253,5,,,,,,Kinerja dan Ikhtisar Realisasi,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
254,5,,,,,,Kinerja SKPD dan Laporan,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
255,5,,,,,,Hasil Koordinasi Penyusunan,,,2026-09-17 23:10:11.68718+00
256,5,,,,,,Laporan Capaian Kinerja dan,,,2026-09-17 23:10:11.68718+00
257,5,,,,,,Ikhtisar Realisasi Kinerja,,,2026-09-17 23:10:11.68718+00
258,5,,,,,,SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
259,5,,,,,,Jumlah Laporan Evaluasi,"2.09.01.2.01 - Perencanaan,",,2026-09-17 23:10:11.68718+00
