id,page_num,kode_uraian,indikator,baseline_2024,target_2026,pagu_2026,target_2027,pagu_2027,target_2028,pagu_2028,target_2029,pagu_2029,target_2030,pagu_2030,perangkat_daerah,lokasi_keterangan,created_at
1260,22,,"Berkelanjutan/LP2B, Kawasan",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1261,22,,Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1262,22,,Berkelanjutan/KP2B dan Lahan,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1263,22,,Cadangan Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1264,22,,Berkelanjutan/LCP2B yang dikelola,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1265,22,,(Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1266,22,,Jumlah Koordinasi dan Sinkronisasi,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1267,22,,Prasarana Pendukung Pertanian,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1268,22,,Lainnya (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1269,22,3.27.03.2.01.0003 - Koordinasi dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1270,22,Sinkronisasi Prasarana Pendukung,,,,30000000,,30000000,,30000000,,50000000,,50000000,,,2026-09-17 23:10:24.953977+00
1271,22,Pertanian Lainnya,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1272,22,Terlaksananya Koordinasi dan,Jumlah Koordinasi dan Sinkronisasi,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1273,22,Sinkronisasi Prasarana Pendukung,Prasarana Pendukung Pertanian,1,1,30000000,1,30000000,1,30000000,1,50000000,1,50000000,,,2026-09-17 23:10:24.953977+00
1274,22,Pertanian Lainnya,Lainnya (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1275,22,3.27.03.2.01.0005 - Pengendalian dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1276,22,Pemanfaatan Kawasan Pertanian,,,,95000000,,121800000,,111800000,,130600000,,130600000,,,2026-09-17 23:10:24.953977+00
1277,22,Terkendali dan termanfaatkannya,Luas kawasan pertanian  yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1278,22,kawasan pertanian,termanfaatkan (Ha),0,1,95000000,1,121800000,1,111800000,1,130600000,1,130600000,,,2026-09-17 23:10:24.953977+00
1279,23,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1280,23,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1281,23,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1282,23,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1283,23,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT,,2026-09-17 23:10:24.953977+00
1284,23,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1285,23,3.27.03.2.01.0015 - Pengelolaan Lahan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1286,23,"Pertanian Pangan Berkelanjutan/LP2B,",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1287,23,Kawasan Pertanian Pangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1288,23,Berkelanjutan/KP2B dan Lahan,,,,49000000,,50000000,,53900000,,60000000,,60000000,,,2026-09-17 23:10:24.953977+00
1289,23,Cadangan Pertanian Pangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1290,23,Berkelanjutan/LCP2B di Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1291,23,,Lahan Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1292,23,Terkelolanya Lahan Pertanian Pangan,"Berkelanjutan/LP2B, Kawasan",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1293,23,"Berkelanjutan/LP2B, Kawasan Pertanian",Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1294,23,Pangan Berkelanjutan/KP2B dan Lahan,Berkelanjutan/KP2B dan Lahan,1,1,49000000,1,50000000,1,53900000,1,60000000,1,60000000,,,2026-09-17 23:10:24.953977+00
1295,23,Cadangan Pertanian Pangan,Cadangan Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1296,23,Berkelanjutan/LCP2B di Kabupaten/Kota,Berkelanjutan/LCP2B yang dikelola,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1297,23,,(Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1298,23,3.27.03.2.01.0016 - Penyusunan Peta,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1299,23,"Kawasan, Lahan dan Lahan Cadangan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1300,23,Pertanian Pangan Berkelanjutan di,,,,0,,0,,10000000,,0,,0,,,2026-09-17 23:10:24.953977+00
1301,23,Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1302,23,"Tersusunnya Peta Kawasan, Lahan dan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1303,23,Lahan Cadangan Pertanian Pangan,Peta Lahan Pertanian Pangan,,,,,0,,10000000,,,,0,,,2026-09-17 23:10:24.953977+00
1304,23,Berkelanjutan di Kabupaten/Kota,Berkelanjutan/LP2B (Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1305,23,,,,,0,,,,,,0,,,,,2026-09-17 23:10:24.953977+00
1306,23,Meningkatnya distribusi dan kualitas,Jenis Prasarana Pertanian dan,,,,,,,,,,,,01 - UPTD Rumah,,2026-09-17 23:10:24.953977+00
1307,23,prasarana pertanian,Peternakan yang Terbangun (Jenis),2,2,494000000,2,546800000,2,600700000,2,655600000,2,655600000,Potong Hewan dan,,2026-09-17 23:10:24.953977+00
1308,23,3.27.03.2.02 - Pembangunan Prasarana,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1309,23,Pertanian,,,,300000000,,325000000,,375000000,,395000000,,395000000,,,2026-09-17 23:10:24.953977+00
1310,23,Persentase Pembangunan Prasarana,Jumlah Prasarana Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1311,23,Pertanian,"Lainnya yang Dibangun, Direhabilitasi dan Dipelihara (Unit)",1,1,300000000,1,325000000,1,375000000,1,395000000,1,395000000,,,2026-09-17 23:10:24.953977+00
1312,23,"3.27.03.2.02.0009 - Pembangunan,",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1313,23,Rehabilitasi dan Pemeliharaan,,,,300000000,,325000000,,375000000,,395000000,,395000000,,,2026-09-17 23:10:24.953977+00
1314,23,Prasarana Pertanian Lainnya,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1315,23,"Terbangun, Terehabilitasi dan",Jumlah Prasarana Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1316,23,Terpeliharanya Prasarana Pertanian,"Lainnya yang Dibangun,",1,1,300000000,1,325000000,1,375000000,1,395000000,1,395000000,,,2026-09-17 23:10:24.953977+00
1317,23,Lainnya,Direhabilitasi dan Dipelihara (Unit),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1318,23,Meningkatnya distribusi dan kualitas,Jenis Prasarana Pertanian dan,,,,,,,,,,,,2.09.3.27.3.25.02.00,,2026-09-17 23:10:24.953977+00
1319,23,prasarana pertanian,Peternakan yang Terbangun (Jenis),1,1,494000000,1,546800000,1,600700000,1,655600000,1,655600000,02 - UPTD Kawasan Pertanian Terpadu,,2026-09-17 23:10:24.953977+00
1320,23,3.27.03.2.02 - Pembangunan Prasarana,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1321,23,Pertanian,,,,20000000,,20000000,,20000000,,20000000,,20000000,,,2026-09-17 23:10:24.953977+00
1322,23,Persentase Pembangunan Prasarana,Jumlah Prasarana Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1323,23,Pertanian,"Lainnya yang Dibangun, Direhabilitasi dan Dipelihara (Unit)",1,1,20000000,1,20000000,1,20000000,1,20000000,1,20000000,,,2026-09-17 23:10:24.953977+00
1324,23,"3.27.03.2.02.0009 - Pembangunan,",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1325,23,Rehabilitasi dan Pemeliharaan,,,,20000000,,20000000,,20000000,,20000000,,20000000,,,2026-09-17 23:10:24.953977+00
1326,23,Prasarana Pertanian Lainnya,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1327,23,"Terbangun, Terehabilitasi dan",Jumlah Prasarana Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1328,23,Terpeliharanya Prasarana Pertanian,"Lainnya yang Dibangun,",1,1,20000000,1,20000000,1,20000000,1,20000000,1,20000000,,,2026-09-17 23:10:24.953977+00
1329,23,Lainnya,Direhabilitasi dan Dipelihara (Unit),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1330,23,Meningkatnya distribusi dan kualitas,,,,,,,,,,,,,2.09.3.27.3.25.02.00,,2026-09-17 23:10:24.953977+00
1331,23,prasarana pertanian,,,,494000000,,546800000,,600700000,,655600000,,655600000,03 - UPTD Pusat Kesehatan Hewan,,2026-09-17 23:10:24.953977+00
1332,23,3.27.04 - PROGRAM PENGENDALIAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1333,23,KESEHATAN HEWAN DAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1334,23,KESEHATAN MASYARAKAT,,,,572000000,,572000000,,572000000,,572000000,,572000000,,,2026-09-17 23:10:24.953977+00
1335,23,VETERINER,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1336,24,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1337,24,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1338,24,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1339,24,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1340,24,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT DAERAH,KETERANGAN,2026-09-17 23:10:24.953977+00
1341,24,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1342,24,Meningkatnya pengendalian kesehatan,Persentase Unit Usaha Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1343,24,hewan dan kesehatan masyarakat,Asal Hewan yang Memiliki Sertifikat,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1344,24,,,,100,572000000,100,,100,572000000,100,,100,572000000,,,2026-09-17 23:10:24.953977+00
1345,24,veteriner,Pra NKV atau NKV (Nomor Kontrol,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1346,24,,,100,,,,572000000,,,,572000000,,,KETAHANAN,,2026-09-17 23:10:24.953977+00
1347,24,,Veteriner) (Persentase),,,,,,,,,,,,PANGAN DAN PERTANIAN,,2026-09-17 23:10:24.953977+00
1348,24,,Tingkat Pengendalian Penyakit,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1349,24,,Hewan Menular Strategis (PHMS),1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1350,24,,(Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1351,24,3.27.04.2.01 - Penjaminan Kesehatan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1352,24,"Hewan, Penutupan dan Pembukaan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1353,24,Daerah Wabah Penyakit Hewan Menular,,,,247000000,,247000000,,247000000,,247000000,,247000000,,,2026-09-17 23:10:24.953977+00
1354,24,Dalam daerah Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1355,24,"Terbentuknya kader zoonosis,",Jumlah wilayah atau kawasan yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1356,24,terlaksananya surveilans dan,mengalami penurunan kasus,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1357,24,"manajemen risiko, serta menurunnya",penyakit hewan  menular dan,,1,247000000,1,247000000,1,247000000,1,247000000,1,247000000,,,2026-09-17 23:10:24.953977+00
1358,24,kasus penyakit hewan menular dan,zoonosis dalam 1 (satu) Daerah,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1359,24,zoonosis di kabupaten/kota.,Kabupaten/kota (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1360,24,,Jumlah kader zoonosis (Orang),,8,,8,,8,,8,,8,,,,2026-09-17 23:10:24.953977+00
1361,24,3.27.04.2.01.0004 - Pemberdayaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1362,24,Masyarakat dalam Pengendalian,,,,50000000,,50000000,,50000000,,50000000,,50000000,,,2026-09-17 23:10:24.953977+00
1363,24,Zoonosis,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1364,24,Terbentuknya kader zoonosis,Jumlah kader zoonosis (Orang),,8,50000000,8,50000000,8,50000000,8,50000000,8,50000000,,,2026-09-17 23:10:24.953977+00
1365,24,3.27.04.2.01.0008 - Pemberantasan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1366,24,Penyakit Hewan Menular dan Zoonosis,,,,197000000,,197000000,,197000000,,197000000,,197000000,,,2026-09-17 23:10:24.953977+00
1367,24,dalam 1 (satu) Daerah Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1368,24,,Jumlah wilayah atau kawasan yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1369,24,Menurunnya kasus penyakit hewan,mengalami penurunan kasus,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1370,24,menular dan Zoonosis dalam 1 (satu),penyakit hewan  menular dan,,1,197000000,1,197000000,1,197000000,1,197000000,1,197000000,,,2026-09-17 23:10:24.953977+00
1371,24,Daerah Kabupaten/kota,zoonosis dalam 1 (satu) Daerah,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1372,24,,Kabupaten/kota (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1373,24,3.27.04.2.04 - Penerapan dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1374,24,Pengawasan Persyaratan Teknis,,,,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1375,24,Kesehatan Masyarakat Veteriner,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1376,24,Terlaksananya Pengujian Laboratorium,Jumlah Pengujian Laboratorium,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1377,24,Kesehatan Masyarakat Veteriner,Kesehatan Masyarakat Veteriner (Dokumen),,1,25000000,1,25000000,1,25000000,1,25000000,1,25000000,,,2026-09-17 23:10:24.953977+00
1378,24,3.27.04.2.04.0004 - Pengujian,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1379,24,Laboratorium Kesehatan Masyarakat,,,,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1380,24,Veteriner,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1381,24,Terlaksananya Pengujian Laboratorium,Jumlah Pengujian Laboratorium,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1382,24,Kesehatan Masyarakat Veteriner,Kesehatan Masyarakat Veteriner (Dokumen),,1,25000000,1,25000000,1,25000000,1,25000000,1,25000000,,,2026-09-17 23:10:24.953977+00
1383,24,Meningkatnya pengendalian kesehatan,Tingkat Pengendalian Penyakit,,,,,,,,,,,,2.09.3.27.3.25.02.00,,2026-09-17 23:10:24.953977+00
1384,24,hewan dan kesehatan masyarakat,Hewan Menular Strategis (PHMS),1,1,572000000,1,572000000,1,572000000,1,572000000,1,572000000,03 - UPTD Pusat,,2026-09-17 23:10:24.953977+00
1385,24,veteriner,(Dokumen),,,,,,,,,,,,Kesehatan Hewan,,2026-09-17 23:10:24.953977+00
1386,24,3.27.04.2.03 - Pengelolaan Pelayanan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1387,24,Jasa Laboratorium dan Jasa Medik,,,,300000000,,300000000,,300000000,,300000000,,300000000,,,2026-09-17 23:10:24.953977+00
1388,24,Veteriner dalam Daerah Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1389,24,Persentase Pengelolaan Pelayanan Jasa,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1390,24,Laboratorium dan Jasa Medik Veteriner,Jumlah Pelayanan Jasa,,,,1,300000000,,,,,,,,,2026-09-17 23:10:24.953977+00
1391,24,dalam Daerah Kabupaten/Kota,Laboratorium (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1392,24,,,,1,300000000,,,1,300000000,1,300000000,1,300000000,,,2026-09-17 23:10:24.953977+00
1393,24,,Jumlah Pelayanan Jasa Medik,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1394,24,,Veteriner (Laporan),,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1395,24,3.27.04.2.03.0001 - Penyediaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1396,24,Pelayanan Jasa Laboratorium,,,,100000000,,100000000,,100000000,,100000000,,100000000,,,2026-09-17 23:10:24.953977+00
1397,24,Tersedianya Pelayanan Jasa,Jumlah Pelayanan Jasa,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1398,24,Laboratorium,Laboratorium (Laporan),,1,100000000,1,100000000,1,100000000,1,100000000,1,100000000,,,2026-09-17 23:10:24.953977+00
1399,25,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1400,25,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1401,25,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1402,25,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1403,25,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT,,2026-09-17 23:10:24.953977+00
1404,25,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1405,25,3.27.04.2.03.0002 - Penyediaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1406,25,Pelayanan Jasa Medik Veteriner,,,,200000000,,200000000,,200000000,,200000000,,200000000,,,2026-09-17 23:10:24.953977+00
1407,25,Tersedianya Pelayanan Jasa Medik,Jumlah Pelayanan Jasa Medik,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1408,25,Veteriner,Veteriner (Laporan),,1,200000000,1,200000000,1,200000000,1,200000000,1,200000000,,,2026-09-17 23:10:24.953977+00
1409,25,3.27.05 - PROGRAM PENGENDALIAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1410,25,DAN PENANGGULANGAN BENCANA,,,,100000000,,102000000,,104100000,,106200000,,106200000,,,2026-09-17 23:10:24.953977+00
1411,25,PERTANIAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1412,25,Meningkatnya pengendalian dan,Persentase Penanganan Dampak,,,,,,,,,,,,00 - DINAS,,2026-09-17 23:10:24.953977+00
1413,25,penanggulangan bencana pertanian,Perubahan Iklim Terhadap Pertanian (Persentase),100,100,100000000,100,102000000,100,104100000,100,106200000,100,106200000,KETAHANAN PANGAN DAN,,2026-09-17 23:10:24.953977+00
1414,25,,Persentase Penanganan Bencana,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1415,25,,Pertanian (Persentase),100,100,,100,,100,,100,,100,,,,2026-09-17 23:10:24.953977+00
1416,25,3.27.05.2.01 - Pengendalian dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1417,25,Penanggulangan Bencana Pertanian,,,,100000000,,102000000,,104100000,,106200000,,106200000,,,2026-09-17 23:10:24.953977+00
1418,25,Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1419,25,"Terkendalinya OPT, dampak perubahan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1420,25,"iklim, dan bencana non-alam zoonosis",Jumlah Area Terdampak,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1421,25,serta terlaksananya penanggulangan,Perubahan Iklim (DPI) Tanaman,,,,1,102000000,1,,,,,,,,2026-09-17 23:10:24.953977+00
1422,25,bencana alam di bidang peternakan dan,"Pangan, Hortikultura, dan",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1423,25,,,0,1,100000000,,,,104100000,1,106200000,1,106200000,,,2026-09-17 23:10:24.953977+00
1424,25,kesehatan hewan.,Perkebunan yang Ditangani (Ha),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1425,25,,Jumlah kegiatan Penanggulangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1426,25,,Bencana Alam Bidang Peternakan,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1427,25,,dan Kesehatan Hewan (laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1428,25,,Jumlah Luas Serangan Organisme,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1429,25,,Pengganggu Tumbuhan (OPT),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1430,25,,"Tanaman Pangan, Hortikultura, dan",1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1431,25,,Perkebunan yang Dikendalikan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1432,25,,(Ha),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1433,25,,Jumlah Wilayah Penanggulangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1434,25,,Bencana Non Alam yang Bersifat,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1435,25,,Zoonosis (laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1436,25,3.27.05.2.01.0001 - Pengendalian,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1437,25,Organisme Pengganggu Tumbuhan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1438,25,"(OPT) Tanaman Pangan, Hortikultura,",,,,25000000,,27000000,,25100000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1439,25,dan Perkebunan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1440,25,,Jumlah Luas Serangan Organisme,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1441,25,Terkendalinya Organisme Pengganggu,Pengganggu Tumbuhan (OPT),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1442,25,"Tumbuhan (OPT) Tanaman Pangan,","Tanaman Pangan, Hortikultura, dan",1,1,25000000,1,27000000,1,25100000,1,25000000,1,25000000,,,2026-09-17 23:10:24.953977+00
1443,25,"Hortikultura, dan Perkebunan",Perkebunan yang Dikendalikan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1444,25,,(Ha),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1445,25,3.27.05.2.01.0002 - Penanganan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1446,25,Dampak Perubahan Iklim (DPI) Tanaman,,,,25000000,,25000000,,27000000,,27000000,,27000000,,,2026-09-17 23:10:24.953977+00
1447,25,"Pangan, Hortikultura, dan Perkebunan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1448,25,Tertanganinya Dampak Perubahan Iklim,Jumlah Area Terdampak,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1449,25,"(DPI) Tanaman Pangan, Hortikultura,",Perubahan Iklim (DPI) Tanaman,,1,,1,25000000,1,,1,27000000,1,,,,2026-09-17 23:10:24.953977+00
1450,25,dan Perkebunan,"Pangan, Hortikultura, dan",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1451,25,,,0,,25000000,,,,27000000,,,,27000000,,,2026-09-17 23:10:24.953977+00
1452,25,,Perkebunan yang Ditangani (Ha),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1453,25,3.27.05.2.01.0004 - Penanggulangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1454,25,Bencana Non Alam yang Bersifat,,,,25000000,,25000000,,27000000,,27100000,,27100000,,,2026-09-17 23:10:24.953977+00
1455,25,Zoonosis,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1456,25,Tertanggulanginya Bencana Non Alam,Jumlah Wilayah Penanggulangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1457,25,yang Bersifat Zoonosis,Bencana Non Alam yang Bersifat Zoonosis (laporan),1,1,25000000,1,25000000,1,27000000,1,27100000,1,27100000,,,2026-09-17 23:10:24.953977+00
1458,25,3.27.05.2.01.0007 - Penanggulangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1459,25,Bencana Alam Bidang Peternakan dan,,,,25000000,,25000000,,25000000,,27100000,,27100000,,,2026-09-17 23:10:24.953977+00
1460,25,kesehatan hewan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1461,26,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1462,26,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1463,26,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1464,26,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1465,26,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT,,2026-09-17 23:10:24.953977+00
1466,26,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1467,26,Terlaksananya Penanggulangan,Jumlah kegiatan Penanggulangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1468,26,Bencana Alam Bidang Peternakan dan,Bencana Alam Bidang Peternakan,1,1,25000000,1,25000000,1,25000000,1,27100000,1,27100000,,,2026-09-17 23:10:24.953977+00
1469,26,Kesehatan Hewan,dan Kesehatan Hewan (laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1470,26,Meningkatnya pengendalian dan,,,,,,,,,,,,,2.09.3.27.3.25.02.00,,2026-09-17 23:10:24.953977+00
1471,26,penanggulangan bencana pertanian,,,,0,,0,,0,,0,,0,02 - UPTD Kawasan Pertanian Terpadu,,2026-09-17 23:10:24.953977+00
1472,26,3.27.06 - PROGRAM PERIZINAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1473,26,USAHA PERTANIAN,,,,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1474,26,Meningkatnya pengendalian dan,Persentase Izin Usaha Pertanian,,,,,,,,,,,,00 - DINAS,,2026-09-17 23:10:24.953977+00
