id,page_num,kode_uraian,indikator,baseline_2024,target_2026,pagu_2026,target_2027,pagu_2027,target_2028,pagu_2028,target_2029,pagu_2029,target_2030,pagu_2030,perangkat_daerah,lokasi_keterangan,created_at
1044,18,,Tingkat Kepuasan Pegawai,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1045,18,,Perangkat Daerah (Skor),0,"3,5",,"3,8",,4,,"4,5",,"4,5",,,,2026-09-17 23:10:24.953977+00
1046,18,,Persentase BMD dalam kondisi baik,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1047,18,,dan termanfaatkan (%),100,100,,100,,100,,100,,100,,,,2026-09-17 23:10:24.953977+00
1048,19,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1049,19,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1050,19,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1051,19,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1052,19,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT DAERAH,KETERANGAN,2026-09-17 23:10:24.953977+00
1053,19,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1054,19,3.27.01.2.06 - Administrasi Umum,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1055,19,Perangkat Daerah,,,,27950000,,29240000,,30570000,,31980000,,31980000,,,2026-09-17 23:10:24.953977+00
1056,19,Persentase Administrasi Umum,Jumlah Paket Bahan Logistik,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1057,19,Perangkat Daerah,Kantor yang Disediakan (Paket),1,1,27950000,1,29240000,1,30570000,1,31980000,1,31980000,,,2026-09-17 23:10:24.953977+00
1058,19,,Jumlah Dokumen Bahan Bacaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1059,19,,dan Peraturan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1060,19,,Perundang-Undangan yang,,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1061,19,,Disediakan (Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1062,19,,Jumlah Paket Peralatan Rumah,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1063,19,,Tangga yang Disediakan (Paket),1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1064,19,,Jumlah Paket Peralatan dan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1065,19,,Perlengkapan Kantor yang,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1066,19,,Disediakan (Paket),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1067,19,,Jumlah Paket Barang Cetakan dan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1068,19,,Penggandaan yang Disediakan,1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1069,19,,(Paket),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1070,19,3.27.01.2.06.0002 - Penyediaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1071,19,Peralatan dan Perlengkapan Kantor,,,,5000000,,5250000,,5510000,,5790000,,5790000,,,2026-09-17 23:10:24.953977+00
1072,19,Tersedianya Peralatan dan,Jumlah Paket Peralatan dan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1073,19,Perlengkapan Kantor,Perlengkapan Kantor yang Disediakan (Paket),1,1,5000000,1,5250000,1,5510000,1,5790000,1,5790000,,,2026-09-17 23:10:24.953977+00
1074,19,3.27.01.2.06.0003 - Penyediaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1075,19,Peralatan Rumah Tangga,,,,5000000,,5130000,,5260000,,5390000,,5390000,,,2026-09-17 23:10:24.953977+00
1076,19,Tersedianya Peralatan Rumah Tangga,Jumlah Paket Peralatan Rumah Tangga yang Disediakan (Paket),1,1,5000000,1,5130000,1,5260000,1,5390000,1,5390000,,,2026-09-17 23:10:24.953977+00
1077,19,3.27.01.2.06.0004 - Penyediaan Bahan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1078,19,Logistik Kantor,,,,7500000,,7880000,,8270000,,8680000,,8680000,,,2026-09-17 23:10:24.953977+00
1079,19,Tersedianya Bahan Logistik Kantor,Jumlah Paket Bahan Logistik Kantor yang Disediakan (Paket),1,1,7500000,1,7880000,1,8270000,1,8680000,1,8680000,,,2026-09-17 23:10:24.953977+00
1080,19,3.27.01.2.06.0005 - Penyediaan Barang,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1081,19,Cetakan dan Penggandaan,,,,5000000,,5250000,,5510000,,5790000,,5790000,,,2026-09-17 23:10:24.953977+00
1082,19,Tersedianya Barang Cetakan dan,Jumlah Paket Barang Cetakan dan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1083,19,Penggandaan,Penggandaan yang Disediakan (Paket),1,1,5000000,1,5250000,1,5510000,1,5790000,1,5790000,,,2026-09-17 23:10:24.953977+00
1084,19,3.27.01.2.06.0006 - Penyediaan Bahan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1085,19,Bacaan dan Peraturan,,,,5450000,,5730000,,6020000,,6330000,,6330000,,,2026-09-17 23:10:24.953977+00
1086,19,Perundang-undangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1087,19,,Jumlah Dokumen Bahan Bacaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1088,19,Tersedianya Bahan Bacaan dan,dan Peraturan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1089,19,Peraturan Perundang-undangan,Perundang-Undangan yang,,1,5450000,1,5730000,1,6020000,1,6330000,1,6330000,,,2026-09-17 23:10:24.953977+00
1090,19,,Disediakan (Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1091,19,3.27.01.2.08 - Penyediaan Jasa,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1092,19,Penunjang Urusan Pemerintahan Daerah,,,,1500000,,500000,,500000,,500000,,500000,,,2026-09-17 23:10:24.953977+00
1093,19,Persentase Penyediaan Jasa Penunjang,Jumlah Laporan Penyediaan Jasa,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1094,19,Urusan Pemerintahan Daerah,Surat Menyurat (Laporan),1,1,1500000,1,500000,1,500000,1,500000,1,500000,,,2026-09-17 23:10:24.953977+00
1095,19,3.27.01.2.08.0001 - Penyediaan Jasa,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1096,19,Surat Menyurat,,,,1500000,,500000,,500000,,500000,,500000,,,2026-09-17 23:10:24.953977+00
1097,19,Terlaksananya Penyediaan Jasa Surat,Jumlah Laporan Penyediaan Jasa,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1098,19,Menyurat,Surat Menyurat (Laporan),1,1,1500000,1,500000,1,500000,1,500000,1,500000,,,2026-09-17 23:10:24.953977+00
1099,19,3.27.02 - PROGRAM PENYEDIAAN DAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1100,19,PENGEMBANGAN SARANA,,,,1175000000,,1175000000,,1175000000,,1175000000,,1175000000,,,2026-09-17 23:10:24.953977+00
1101,19,PERTANIAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1102,19,Meningkatnya distribusi dan kualitas,Peningkatan Produksi Komoditas,,,,,,,,,,,,00 - DINAS,,2026-09-17 23:10:24.953977+00
1103,19,sarana pertanian,Peternakan (Persentase),1,"1,5",1175000000,"1,5",1175000000,"1,5",1175000000,"1,5",1175000000,"1,5",1175000000,KETAHANAN PANGAN DAN,,2026-09-17 23:10:24.953977+00
1104,20,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1105,20,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1106,20,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1107,20,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1108,20,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT,,2026-09-17 23:10:24.953977+00
1109,20,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1110,20,,Jumlah Produksi Tanaman,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1111,20,,Hortikultura Jenis Cabai (Ton),"107,6","107,65",,"107,7",,"107,75",,"107,8",,"107,85",,,,2026-09-17 23:10:24.953977+00
1112,20,,Jumlah Produksi Tanaman,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1113,20,,Hortikultura jenis bawang merah,"90,3","90,35",,"90,4",,"90,45",,"90,5",,"90,55",,,,2026-09-17 23:10:24.953977+00
1114,20,,(Ton),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1115,20,,Jumlah Produksi Padi (Ton),"10.460,36",10.461,,10.461,,10.462,,10.462,,10.463,,,,2026-09-17 23:10:24.953977+00
1116,20,,Jumlah Produksi Melon (Ton),"38,5",39,,"39,5",,40,,"40,5",,41,,,,2026-09-17 23:10:24.953977+00
1117,20,,Jumlah Produksi Kacang Tanah,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1118,20,,(Ton),369,370,,"370,5",,371,,"371,5",,372,,,,2026-09-17 23:10:24.953977+00
1119,20,,Jumlah Produksi Jagung (Ton),"150,3","150,8",,"151,3",,"151,8",,"152,3",,"152,8",,,,2026-09-17 23:10:24.953977+00
1120,20,3.27.02.2.01 - Pengawasan Penggunaan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1121,20,Sarana Pertanian,,,,555000000,,555000000,,555000000,,555000000,,555000000,,,2026-09-17 23:10:24.953977+00
1122,20,Penyelenggaraan Pasar Tani (Prioritas,Jumlah pengawasan penggunaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1123,20,Daerah),sarana pascapanen hortikultura (Laporan),0,1,175000000,1,175000000,1,175000000,1,175000000,1,175000000,,,2026-09-17 23:10:24.953977+00
1124,20,3.27.02.2.01.0016 - Pengawasan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1125,20,Penggunaan Sarana Pascapanen,,,,175000000,,175000000,,175000000,,175000000,,175000000,,,2026-09-17 23:10:24.953977+00
1126,20,Hortikultura,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1127,20,Terawasinya penggunaan sarana,Jumlah pengawasan penggunaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1128,20,pascapanen hortikultura,sarana pascapanen hortikultura (Laporan),0,1,175000000,1,175000000,1,175000000,1,175000000,1,175000000,,,2026-09-17 23:10:24.953977+00
1129,20,Terlaksananya pengawasan dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1130,20,pendampingan penggunaan sarana,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1131,20,"pendukung pertanian, termasuk",Jumlah Pendampingan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1132,20,ketersediaan benih bersertifikat dan,Penggunaan Sarana Pendukung,1,1,380000000,1,380000000,1,380000000,1,380000000,1,380000000,,,2026-09-17 23:10:24.953977+00
1133,20,"sarana pascapanen sesuai komoditas,",Pertanian (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1134,20,"teknologi, dan spesifik lokasi",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1135,20,,Jumlah benih bersertifikat tanaman,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1136,20,,pangan berbentuk biji/benih yang,0,2,,2,,2,,2,,2,,,,2026-09-17 23:10:24.953977+00
1137,20,,diperbanyak (Ton),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1138,20,,Jumlah Pengawasan Penggunaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1139,20,,Sarana Pendukung Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1140,20,,"Sesuai dengan Komoditas,",1,1,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1141,20,,Teknologi dan Spesifik Lokasi,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1142,20,,(Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1143,20,3.27.02.2.01.0001 - Pengawasan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1144,20,Penggunaan Sarana Pendukung,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1145,20,"Pertanian Sesuai dengan Komoditas,",,,,130000000,,130000000,,130000000,,130000000,,130000000,,,2026-09-17 23:10:24.953977+00
1146,20,Teknologi dan Spesifik Lokasi,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1147,20,Terawasinya Penggunaan Sarana,Jumlah Pengawasan Penggunaan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1148,20,Pendukung Pertanian Sesuai dengan,Sarana Pendukung Pertanian,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1149,20,"Komoditas, Teknologi dan Spesifik","Sesuai dengan Komoditas,",1,1,130000000,1,130000000,1,130000000,1,130000000,1,130000000,,,2026-09-17 23:10:24.953977+00
1150,20,Lokasi,Teknologi dan Spesifik Lokasi (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1151,20,3.27.02.2.01.0002 - Pendampingan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1152,20,Penggunaan Sarana Pendukung,,,,50000000,,50000000,,50000000,,50000000,,50000000,,,2026-09-17 23:10:24.953977+00
1153,20,Pertanian,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1154,20,Terlaksananya Pendampingan,Jumlah Pendampingan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1155,20,Penggunaan Sarana Pendukung,Penggunaan Sarana Pendukung,1,1,50000000,1,50000000,1,50000000,1,50000000,1,50000000,,,2026-09-17 23:10:24.953977+00
1156,20,Pertanian,Pertanian (Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1157,20,3.27.02.2.01.0003 - Perbanyakan Benih,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1158,20,Bersertifikat Tanaman Pangan Berbentuk,,,,200000000,,200000000,,200000000,,200000000,,200000000,,,2026-09-17 23:10:24.953977+00
1159,20,Biji/Benih,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1160,20,Tersedianya benih bersertifikat Tanaman,Jumlah benih bersertifikat tanaman,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1161,20,Pangan Berbentuk biji/benih,pangan berbentuk biji/benih yang diperbanyak (Ton),0,2,200000000,2,200000000,2,200000000,2,200000000,2,200000000,,,2026-09-17 23:10:24.953977+00
1162,21,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1163,21,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1164,21,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1165,21,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1166,21,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT DAERAH,KETERANGAN,2026-09-17 23:10:24.953977+00
1167,21,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1168,21,3.27.02.2.02 - Pengelolaan Sumber Daya,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1169,21,"Genetik (SDG) Hewan, Tumbuhan, dan",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1170,21,Mikro Organisme Kewenangan,,,,425000000,,425000000,,425000000,,425000000,,425000000,,,2026-09-17 23:10:24.953977+00
1171,21,Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1172,21,Meningkatnya kualitas dan pemanfaatan,Jumlah Pelaksanaan Peningkatan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1173,21,SDG Hewan/Tanaman,Kualitas SDG Hewan/Tanaman (Dokumen),1,1,75000000,1,75000000,1,75000000,1,75000000,1,75000000,,,2026-09-17 23:10:24.953977+00
1174,21,3.27.02.2.02.0002 - Peningkatan Kualitas,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1175,21,SDG Hewan/Tanaman,,,,75000000,,75000000,,75000000,,75000000,,75000000,,,2026-09-17 23:10:24.953977+00
1176,21,Meningkatnya Kualitas SDG,Jumlah Pelaksanaan Peningkatan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1177,21,Hewan/Tanaman,Kualitas SDG Hewan/Tanaman (Dokumen),1,1,75000000,1,75000000,1,75000000,1,75000000,1,75000000,,,2026-09-17 23:10:24.953977+00
1178,21,Pengembangan Kawasan Agroindustri,Jumlah Pemanfaatan SDG,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1179,21,(Prioritas Daerah),Hewan/Tanaman (Dokumen),0,1,350000000,1,350000000,1,350000000,1,350000000,1,350000000,,,2026-09-17 23:10:24.953977+00
1180,21,3.27.02.2.02.0003 - Pemanfaatan SDG,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1181,21,Hewan/Tanaman,,,,350000000,,350000000,,350000000,,350000000,,350000000,,,2026-09-17 23:10:24.953977+00
1182,21,Termanfaatkannya SDG,Jumlah Pemanfaatan SDG,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1183,21,Hewan/Tanaman,Hewan/Tanaman (Dokumen),0,1,350000000,1,350000000,1,350000000,1,350000000,1,350000000,,,2026-09-17 23:10:24.953977+00
1184,21,3.27.02.2.03 - Peningkatan Mutu dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1185,21,Peredaran Benih/Bibit Ternak dan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1186,21,Tanaman Pakan Ternak serta Pakan,,,,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1187,21,dalam Daerah Kabupaten/Kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1188,21,"Terawasinya Mutu Benih/Bibit Ternak,",Jumlah Pengawasan Mutu,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1189,21,Bahan Pakan/Pakan/Tanaman Skala,"Benih/Bibit Ternak, Bahan",,1,25000000,1,,1,25000000,1,,1,25000000,,,2026-09-17 23:10:24.953977+00
1190,21,Kecil,Pakan/Pakan/Tanaman Skala Kecil,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1191,21,,,1,,,,25000000,,,,25000000,,,,,2026-09-17 23:10:24.953977+00
1192,21,,(Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1193,21,3.27.02.2.03.0001 - Pengawasan Mutu,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1194,21,"Benih/Bibit Ternak, Bahan",,,,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1195,21,Pakan/Pakan/Tanaman Skala Kecil,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1196,21,"Terawasinya Mutu Benih/Bibit Ternak,",Jumlah Pengawasan Mutu,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1197,21,Bahan Pakan/Pakan/Tanaman Skala,"Benih/Bibit Ternak, Bahan",,,,1,,1,,1,,1,,,,2026-09-17 23:10:24.953977+00
1198,21,Kecil,Pakan/Pakan/Tanaman Skala Kecil,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1199,21,,,1,1,25000000,,25000000,,25000000,,25000000,,25000000,,,2026-09-17 23:10:24.953977+00
1200,21,,(Laporan),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1201,21,3.27.02.2.04 - Pengawasan Obat Hewan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1202,21,di Tingkat Pengecer,,,,0,,0,,0,,0,,0,,,2026-09-17 23:10:24.953977+00
1203,21,"Terperiksanya Mutu, Khasiat dan","Jumlah Pemeriksaan Mutu, Khasiat",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1204,21,Keamanan Obat Hewan,dan Keamanan Obat Hewan yang Beredar (Laporan),,,0,,0,,0,,0,,0,,,2026-09-17 23:10:24.953977+00
1205,21,"3.27.02.2.04.0001 - Pemeriksaan Mutu,",,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1206,21,Khasiat dan Keamanan Peredaran Obat,,,,0,,0,,0,,0,,0,,,2026-09-17 23:10:24.953977+00
1207,21,Hewan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1208,21,"Terperiksanya Mutu, Khasiat dan","Jumlah Pemeriksaan Mutu, Khasiat",,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1209,21,Keamanan Obat Hewan,dan Keamanan Obat Hewan yang Beredar (Laporan),,,0,,0,,0,,0,,0,,,2026-09-17 23:10:24.953977+00
1210,21,3.27.02.2.06 - Penyediaan Benih/Bibit,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1211,21,Ternak dan Hijauan Pakan Ternak yang,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1212,21,Sumbernya dalam 1 (Satu) Daerah,,,,170000000,,170000000,,170000000,,170000000,,170000000,,,2026-09-17 23:10:24.953977+00
1213,21,Kabupaten/Kota Lain,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1214,21,"Tersedianya hijauan pakan, bibit, dan",Jumlah benih ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1215,21,benih ternak dari daerah kabupaten/kota,sumbernya dari daerah,,500,170000000,500,170000000,500,170000000,500,170000000,500,170000000,,,2026-09-17 23:10:24.953977+00
1216,21,lain,kabupaten/kota lain (Dosis),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1217,21,,Jumlah bibit ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1218,21,,sumbernya dari daerah,,10,,10,,10,,10,,10,,,,2026-09-17 23:10:24.953977+00
1219,21,,kabupaten/kota lain (Ekor),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1220,21,,Jumlah Hijauan Pakan Ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1221,21,,Sumbernya dari Daerah,,10,,10,,10,,10,,10,,,,2026-09-17 23:10:24.953977+00
1222,21,,Kabupaten/Kota Lain (Ton),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1223,22,BIDANG URUSAN / PROGRAM /,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1224,22,OUTCOME / KEGIATAN /,INDIKATOR OUTCOME /,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1225,22,,,,,,,2027,,,,2029,,,,,2026-09-17 23:10:24.953977+00
1226,22,SUBKEGIATAN OUTPUT,OUTPUT,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1227,22,,,TAHUN,,2026,,,,2028,,,,2030,PERANGKAT,,2026-09-17 23:10:24.953977+00
1228,22,,,,TARGET,,TARGET,,TARGET,,TARGET,,TARGET,,,,2026-09-17 23:10:24.953977+00
1229,22,3.27.02.2.06.0002 - Pengadaan Hijauan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1230,22,Pakan Ternak yang Sumbernya dari,,,,75000000,,75000000,,75000000,,75000000,,75000000,,,2026-09-17 23:10:24.953977+00
1231,22,Daerah Kabupaten/Kota Lain,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1232,22,Tersedianya Hijauan Pakan Ternak yang,Jumlah Hijauan Pakan Ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1233,22,Sumbernya dari Daerah Kabupaten/Kota,Sumbernya dari Daerah,,10,75000000,10,75000000,10,75000000,10,75000000,10,75000000,,,2026-09-17 23:10:24.953977+00
1234,22,Lain,Kabupaten/Kota Lain (Ton),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1235,22,3.27.02.2.06.0003 - Pengadaan Bibit,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1236,22,Ternak yang Sumbernya dari Daerah,,,,85000000,,85000000,,85000000,,85000000,,85000000,,,2026-09-17 23:10:24.953977+00
1237,22,Kabupaten/Kota Lain,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1238,22,Tersedianya bibit ternak yang sumbernya,Jumlah bibit ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1239,22,dari daerah kabupaten/kota lain,sumbernya dari daerah kabupaten/kota lain (Ekor),,10,85000000,10,85000000,10,85000000,10,85000000,10,85000000,,,2026-09-17 23:10:24.953977+00
1240,22,3.27.02.2.06.0004 - Pengadaan Benih,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1241,22,Ternak yang Sumbernya dari Daerah,,,,10000000,,10000000,,10000000,,10000000,,10000000,,,2026-09-17 23:10:24.953977+00
1242,22,Kabupaten/Kota Lain,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1243,22,Tersedianya benih ternak yang,Jumlah benih ternak yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1244,22,sumbernya dari daerah kabupaten/kota,sumbernya dari daerah,,500,10000000,500,10000000,500,10000000,500,10000000,500,10000000,,,2026-09-17 23:10:24.953977+00
1245,22,lain,kabupaten/kota lain (Dosis),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1246,22,3.27.03 - PROGRAM PENYEDIAAN DAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1247,22,PENGEMBANGAN PRASARANA,,,,494000000,,546800000,,600700000,,655600000,,655600000,,,2026-09-17 23:10:24.953977+00
1248,22,PERTANIAN,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1249,22,Meningkatnya distribusi dan kualitas,Cakupan Luas Lahan Pertanian,,,,,,,,,,,,00 - DINAS,,2026-09-17 23:10:24.953977+00
1250,22,prasarana pertanian,yang Ditetapkan Menjadi LP2B (Ha),"53,19",55,494000000,55,546800000,55,600700000,55,655600000,55,655600000,KETAHANAN PANGAN DAN,,2026-09-17 23:10:24.953977+00
1251,22,3.27.03.2.01 - Pengembangan,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1252,22,Prasarana Pertanian,,,,174000000,,201800000,,205700000,,240600000,,240600000,,,2026-09-17 23:10:24.953977+00
1253,22,Terlaksananya koordinasi prasarana,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1254,22,"pertanian, pengelolaan kawasan dan",Luas kawasan pertanian  yang,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1255,22,lahan pertanian pangan berkelanjutan di,termanfaatkan (Ha),0,1,174000000,1,201800000,1,205700000,1,240600000,1,240600000,,,2026-09-17 23:10:24.953977+00
1256,22,kabupaten/kota,,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1257,22,,Peta Lahan Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1258,22,,Berkelanjutan/LP2B (Dokumen),,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
1259,22,,Lahan Pertanian Pangan,,,,,,,,,,,,,,2026-09-17 23:10:24.953977+00
